pl_name,A AÑOS LUZ DE LA TIERRA,Valor_masa_multiplicador,MAGNITUD ESTELAR,mj_mt,FECHA DE DESCUBRIMIENTO,Tipo_planeta
Kepler-463 b,1288,9.53,12.999,1,2016,Tipo Neptuno
Kepler-464 b,2178,10.9,12.75,1,2016,Tipo Neptuno
Kepler-465 b,1804,9.01,12.651,1,2016,Tipo Neptuno
Kepler-466 b,1729,8.5,12.799,1,2016,Tipo Neptuno
Kepler-467 b,1521,5.69,12.428,1,2016,Tipo Neptuno
Kepler-472 b,1000,10.5,13.898,1,2016,Tipo Neptuno
Kepler-473 b,2955,15.6,13.548,1,2016,Tipo Neptuno
Kepler-474 b,2745,9.59,13.629,1,2016,Tipo Neptuno
Kepler-475 b,914,6.76,13.512,1,2016,Tipo Neptuno
Kepler-476 b,2654,9.69,14.018,1,2016,Tipo Neptuno
Kepler-478 b,1370,7.8,14.156,1,2016,Tipo Neptuno
Kepler-479 b,1125,5.14,13.724,1,2016,Tipo Neptuno
Kepler-47 b,3344,2.07,15.31,1,2012,Tipo Neptuno
Kepler-47 c,3344,3.17,15.31,1,2012,Tipo Neptuno
Kepler-47 d,3344,19.02,15.31,1,2019,Tipo Neptuno
Kepler-480 b,2765,8.15,13.23,1,2016,Tipo Neptuno
Kepler-481 b,2654,6.8,14.054,1,2016,Tipo Neptuno
Kepler-482 b,1021,6.17,14.049,1,2016,Tipo Neptuno
Kepler-483 b,2806,10.4,13.452,1,2016,Tipo Neptuno
Kepler-484 b,1247,5.82,13.077,1,2016,Tipo Neptuno
Kepler-487 c,2846,7.65,14.882,1,2016,Tipo Neptuno
Kepler-495 b,2149,23.8,14.942,1,2016,Tipo Neptuno
Kepler-496 b,1974,5.99,15.106,1,2016,Tipo Neptuno
Kepler-497 b,4214,30.4,14.95,1,2016,Tipo Neptuno
Kepler-498 b,3063,9.43,14.349,1,2016,Tipo Neptuno
Kepler-499 b,1816,5.35,14.63,1,2016,Tipo Neptuno
Kepler-49 b,1015,0.98,15.655,317.83,2012,Tipo Neptuno
Kepler-49 c,1015,0.72,15.655,317.83,2012,Tipo Neptuno
Kepler-4 b,1592,24.472,12.285,1,2009,Tipo Neptuno
Kepler-500 b,2634,7.18,14.324,1,2016,Tipo Neptuno
Kepler-501 b,3671,17.1,14.886,1,2016,Tipo Neptuno
Kepler-502 b,5190,20.4,15.136,1,2016,Tipo Neptuno
Kepler-505 b,924,7.27,15.607,1,2016,Tipo Neptuno
Kepler-506 b,745,7.9,11.094,1,2016,Tipo Neptuno
Kepler-509 b,1084,6.76,11.848,1,2016,Tipo Neptuno
Kepler-50 c,816,5.35,10.544,1,2012,Tipo Neptuno
Kepler-510 b,1260,6.66,12.067,1,2016,Tipo Neptuno
Kepler-511 b,2127,33.1,12.711,1,2016,Tipo Neptuno
Kepler-512 b,1525,7.7,12.728,1,2016,Tipo Neptuno
Kepler-513 b,1527,5.48,13.019,1,2016,Tipo Neptuno
Kepler-516 b,2241,27.9,12.121,1,2016,Tipo Neptuno
Kepler-517 b,946,7.61,12.372,1,2016,Tipo Neptuno
Kepler-518 b,1102,5.1,12.573,1,2016,Tipo Neptuno
Kepler-519 b,804,5.06,12.77,1,2016,Tipo Neptuno
Kepler-51 b,2557,2.1,14.885,1,2012,Tipo Neptuno
Kepler-51 c,2557,4,14.885,1,2012,Tipo Neptuno
Kepler-51 d,2557,7.6,14.885,1,2014,Tipo Neptuno
Kepler-521 b,2710,10.2,12.94,1,2016,Tipo Neptuno
Kepler-525 b,3239,7.41,13.613,1,2016,Tipo Neptuno
Kepler-527 b,2447,8.45,13.471,1,2016,Tipo Neptuno
Kepler-530 b,1493,9.32,13.502,1,2016,Tipo Neptuno
Kepler-531 b,825,8.15,13.566,1,2016,Tipo Neptuno
Kepler-532 b,1020,7.13,13.74,1,2016,Tipo Neptuno
Kepler-533 b,988,11.4,14.128,1,2016,Tipo Neptuno
Kepler-534 b,1861,5.65,13.387,1,2016,Tipo Neptuno
Kepler-535 b,2236,6.17,13.209,1,2016,Tipo Neptuno
Kepler-536 b,1508,9.8,14.032,1,2016,Tipo Neptuno
Kepler-53 d,4456,5.14,15.367,1,2014,Tipo Neptuno
Kepler-540 b,1273,7.8,12.293,1,2016,Tipo Neptuno
Kepler-541 b,3460,11.2,13.383,1,2016,Tipo Neptuno
Kepler-543 b,724,6.8,13.598,1,2016,Tipo Neptuno
Kepler-544 b,3142,5.14,13.667,1,2016,Tipo Neptuno
Kepler-545 b,2668,7.7,14.205,1,2016,Tipo Neptuno
Kepler-547 b,1236,15.1,14.48,1,2016,Tipo Neptuno
Kepler-549 b,2072,11,14.805,1,2016,Tipo Neptuno
Kepler-549 c,2072,8.91,14.805,1,2016,Tipo Neptuno
Kepler-54 b,886,0.92,16.282,317.83,2012,Tipo Neptuno
Kepler-550 b,1735,17.9,14.626,1,2016,Tipo Neptuno
Kepler-551 b,1015,7.9,15.278,1,2016,Tipo Neptuno
Kepler-552 b,2752,14.8,14.476,1,2016,Tipo Neptuno
Kepler-553 b,2376,19.4,15.034,1,2016,Tipo Neptuno
Kepler-554 b,2252,17,14.49,1,2016,Tipo Neptuno
Kepler-555 b,3174,8.4,14.448,1,2016,Tipo Neptuno
Kepler-556 b,2201,5.65,14.316,1,2016,Tipo Neptuno
Kepler-557 b,6841,7.61,14.723,1,2016,Tipo Neptuno
Kepler-558 b,2159,6.21,14.899,1,2016,Tipo Neptuno
Kepler-559 b,2534,12.7,14.863,1,2016,Tipo Neptuno
Kepler-55 b,1888,1.49,15.746,317.83,2012,Tipo Neptuno
Kepler-55 c,1888,1.11,15.746,317.83,2012,Tipo Neptuno
Kepler-561 c,2027,7.65,14.427,1,2016,Tipo Neptuno
Kepler-562 b,3238,23.7,14.908,1,2016,Tipo Neptuno
Kepler-563 b,1844,9.75,14.901,1,2016,Tipo Neptuno
Kepler-564 b,2815,19.4,14.883,1,2016,Tipo Neptuno
Kepler-565 b,3396,12.9,15.231,1,2016,Tipo Neptuno
Kepler-566 b,1841,5.27,15.217,1,2016,Tipo Neptuno
Kepler-567 b,1823,5.69,14.827,1,2016,Tipo Neptuno
Kepler-568 b,426,5.73,15.216,1,2016,Tipo Neptuno
Kepler-569 b,2082,10.1,14.244,1,2016,Tipo Neptuno
Kepler-56 b,2978,22.1,12.598,1,2012,Tipo Neptuno
Kepler-570 b,1853,6.57,14.451,1,2016,Tipo Neptuno
Kepler-571 b,2361,7.46,14.951,1,2016,Tipo Neptuno
Kepler-572 b,1646,7.18,14.679,1,2016,Tipo Neptuno
Kepler-573 b,2517,8.2,14.292,1,2016,Tipo Neptuno
Kepler-574 b,2228,6.3,14.671,1,2016,Tipo Neptuno
Kepler-575 b,2786,6.3,14.864,1,2016,Tipo Neptuno
Kepler-576 b,2014,10.7,14.627,1,2016,Tipo Neptuno
Kepler-577 b,1710,7.04,15.155,1,2016,Tipo Neptuno
Kepler-580 b,1057,7.13,15.308,1,2016,Tipo Neptuno
Kepler-581 b,2296,7.41,14.701,1,2016,Tipo Neptuno
Kepler-582 b,2000,13.1,15.097,1,2016,Tipo Neptuno
Kepler-583 b,2829,5.82,14.883,1,2016,Tipo Neptuno
Kepler-584 b,6031,16.5,14.973,1,2016,Tipo Neptuno
Kepler-585 b,1909,8.4,14.188,1,2016,Tipo Neptuno
Kepler-586 b,2263,8.2,14.435,1,2016,Tipo Neptuno
Kepler-587 b,2570,5.6,15.011,1,2016,Tipo Neptuno
Kepler-588 b,3945,7.41,14.8,1,2016,Tipo Neptuno
Kepler-589 b,1999,5.77,14.775,1,2016,Tipo Neptuno
Kepler-58 b,3162,1.39,15.086,317.83,2012,Tipo Neptuno
Kepler-58 c,3162,2.19,15.086,317.83,2012,Tipo Neptuno
Kepler-58 d,3162,8.96,15.086,1,2014,Tipo Neptuno
Kepler-590 b,4638,15.2,14.554,1,2016,Tipo Neptuno
Kepler-591 b,2561,11.4,14.628,1,2016,Tipo Neptuno
Kepler-592 b,3762,6.3,14.846,1,2016,Tipo Neptuno
Kepler-593 b,3176,8.6,14.622,1,2016,Tipo Neptuno
Kepler-594 b,2509,5.39,14.906,1,2016,Tipo Neptuno
Kepler-595 b,2097,17.4,15.067,1,2016,Tipo Neptuno
Kepler-596 b,3340,11.8,14.128,1,2016,Tipo Neptuno
Kepler-597 b,2164,6.21,14.12,1,2016,Tipo Neptuno
Kepler-598 c,2222,9.4,14.829,1,2020,Tipo Neptuno
Kepler-599 b,1822,8.45,15.067,1,2016,Tipo Neptuno
Kepler-59 c,3794,1.37,14.467,317.83,2012,Tipo Neptuno
Kepler-600 b,2022,8.75,14.846,1,2016,Tipo Neptuno
Kepler-603 b,5022,7.51,14.969,1,2016,Tipo Neptuno
Kepler-603 c,5022,34.5,14.969,1,2016,Tipo Neptuno
Kepler-604 b,3348,7.22,14.791,1,2016,Tipo Neptuno
Kepler-606 b,3964,11,14.895,1,2016,Tipo Neptuno
Kepler-608 b,3088,12.9,14.84,1,2016,Tipo Neptuno
Kepler-609 b,3477,11.2,14.96,1,2016,Tipo Neptuno
Kepler-60 d,3344,4.16,13.95,1,2012,Tipo Neptuno
Kepler-610 b,2759,16.3,14.816,1,2016,Tipo Neptuno
Kepler-610 c,2759,10.9,14.816,1,2016,Tipo Neptuno
Kepler-612 b,4715,8.45,15.191,1,2016,Tipo Neptuno
Kepler-613 b,2810,5.86,14.795,1,2016,Tipo Neptuno
Kepler-614 b,1722,6.3,14.81,1,2016,Tipo Neptuno
Kepler-616 b,3085,6.48,15.021,1,2016,Tipo Neptuno
Kepler-616 c,3085,11.5,15.021,1,2016,Tipo Neptuno
Kepler-618 b,3986,7.27,15.087,1,2016,Tipo Neptuno
Kepler-619 b,2938,10.1,14.84,1,2016,Tipo Neptuno
Kepler-61 b,1093,5.27,15.277,1,2013,Tipo Neptuno
Kepler-620 b,4421,11,14.844,1,2016,Tipo Neptuno
Kepler-621 b,1269,5.9,15.22,1,2016,Tipo Neptuno
Kepler-622 b,929,5.18,15.052,1,2016,Tipo Neptuno
Kepler-623 b,2406,9.32,15.028,1,2016,Tipo Neptuno
Kepler-624 b,2441,5.95,13.637,1,2016,Tipo Neptuno
Kepler-626 b,2073,5.86,14.086,1,2016,Tipo Neptuno
Kepler-627 b,3211,13.4,14.181,1,2016,Tipo Neptuno
Kepler-62 d,981,14,13.965,1,2013,Tipo Neptuno
Kepler-630 b,2739,10.2,14.001,1,2016,Tipo Neptuno
Kepler-631 b,2486,8.75,13.563,1,2016,Tipo Neptuno
Kepler-632 b,1138,5.52,13.442,1,2016,Tipo Neptuno
Kepler-635 b,3722,7.46,13.36,1,2016,Tipo Neptuno
Kepler-636 b,1012,18.1,13.906,1,2016,Tipo Neptuno
Kepler-637 b,2564,20.2,13.5,1,2016,Tipo Neptuno
Kepler-639 b,2773,6.26,13.358,1,2016,Tipo Neptuno
Kepler-640 b,1820,7.08,13.885,1,2016,Tipo Neptuno
Kepler-642 b,2550,8.75,13.335,1,2016,Tipo Neptuno
Kepler-644 b,4299,10.1,14.031,1,2016,Tipo Neptuno
Kepler-645 b,3828,5.06,13.944,1,2016,Tipo Neptuno
Kepler-647 c,3549,15.1,14.067,1,2020,Tipo Neptuno
Kepler-648 b,2075,10.5,14.027,1,2016,Tipo Neptuno
Kepler-649 b,1676,5.73,13.556,1,2016,Tipo Neptuno
Kepler-650 b,2885,9.06,13.825,1,2016,Tipo Neptuno
Kepler-651 b,1662,6.21,14.233,1,2016,Tipo Neptuno
Kepler-652 b,1287,6.76,13.618,1,2016,Tipo Neptuno
Kepler-655 b,2455,7.8,13.568,1,2016,Tipo Neptuno
Kepler-656 b,2904,9.91,15.549,1,2016,Tipo Neptuno
Kepler-657 b,5519,12.2,15.404,1,2016,Tipo Neptuno
Kepler-659 b,2357,6.8,15.758,1,2016,Tipo Neptuno
Kepler-65 c,991,5.4,10.922,1,2012,Tipo Neptuno
Kepler-660 b,1854,7.13,15.559,1,2016,Tipo Neptuno
Kepler-661 b,1744,9.64,16.016,1,2016,Tipo Neptuno
Kepler-662 b,2661,5.39,15.598,1,2016,Tipo Neptuno
Kepler-663 b,3468,7.27,15.881,1,2016,Tipo Neptuno
Kepler-664 b,3947,7.56,15.663,1,2016,Tipo Neptuno
Kepler-665 b,1999,7.27,15.612,1,2016,Tipo Neptuno
Kepler-666 b,4921,6.35,15.422,1,2016,Tipo Neptuno
Kepler-667 b,7511,20.1,15.362,1,2016,Tipo Neptuno
Kepler-668 b,2559,7.75,15.365,1,2016,Tipo Neptuno
Kepler-669 b,6731,20.8,15.742,1,2016,Tipo Neptuno
Kepler-66 b,3924,8.25,15.29,1,2013,Tipo Neptuno
Kepler-671 b,3811,7.7,15.491,1,2016,Tipo Neptuno
Kepler-672 b,3373,6.8,15.513,1,2016,Tipo Neptuno
Kepler-673 b,2995,34.8,15.592,1,2016,Tipo Neptuno
Kepler-675 b,2171,6.53,15.605,1,2016,Tipo Neptuno
Kepler-676 b,963,9.48,17.15,1,2016,Tipo Neptuno
Kepler-677 b,6374,25,15.504,1,2016,Tipo Neptuno
Kepler-678 b,5957,23.1,15.161,1,2016,Tipo Neptuno
Kepler-679 b,3008,9.32,15.771,1,2016,Tipo Neptuno
Kepler-67 b,3690,8.96,16.172,1,2013,Tipo Neptuno
Kepler-680 b,4868,6.44,15.321,1,2016,Tipo Neptuno
Kepler-681 b,2241,9.69,15.584,1,2016,Tipo Neptuno
Kepler-684 b,5647,11.2,15.695,1,2016,Tipo Neptuno
Kepler-687 b,2067,12.2,15.695,1,2016,Tipo Neptuno
Kepler-689 b,3692,8.7,15.938,1,2016,Tipo Neptuno
Kepler-68 b,470,7.65,10.077,1,2013,Tipo Neptuno
Kepler-690 b,5432,29.6,15.701,1,2016,Tipo Neptuno
Kepler-692 b,3234,9.85,15.676,1,2016,Tipo Neptuno
Kepler-694 b,3337,8.25,15.284,1,2016,Tipo Neptuno
Kepler-696 b,4620,31.3,15.308,1,2016,Tipo Neptuno
Kepler-697 b,4167,16,15.888,1,2016,Tipo Neptuno
Kepler-698 b,6510,13.1,15.716,1,2016,Tipo Neptuno
Kepler-69 b,2383,5.65,13.866,1,2013,Tipo Neptuno
Kepler-700 b,4866,30,15.202,1,2016,Tipo Neptuno
Kepler-701 b,2525,8.45,15.056,1,2016,Tipo Neptuno
Kepler-704 b,4008,7.32,15.454,1,2016,Tipo Neptuno
Kepler-705 b,903,5.1,16.331,1,2016,Tipo Neptuno
Kepler-708 b,4548,8.91,15.61,1,2016,Tipo Neptuno
Kepler-709 b,2169,8.85,15.261,1,2016,Tipo Neptuno
Kepler-711 b,2037,11.5,15.635,1,2016,Tipo Neptuno
Kepler-712 b,2846,11.5,16.161,1,2016,Tipo Neptuno
Kepler-712 c,2846,21,16.161,1,2016,Tipo Neptuno
Kepler-713 b,3555,6.71,15.171,1,2016,Tipo Neptuno
Kepler-715 b,4330,13.5,15.204,1,2016,Tipo Neptuno
Kepler-716 b,2071,8.75,15.314,1,2016,Tipo Neptuno
Kepler-717 b,9151,6.44,15.756,1,2016,Tipo Neptuno
Kepler-721 b,3023,7.46,15.963,1,2016,Tipo Neptuno
Kepler-722 b,4043,7.41,15.489,1,2016,Tipo Neptuno
Kepler-722 c,4043,8.35,15.489,1,2016,Tipo Neptuno
Kepler-724 b,2783,10.8,15.284,1,2016,Tipo Neptuno
Kepler-726 b,2486,10.7,15.362,1,2016,Tipo Neptuno
Kepler-727 b,2713,6.94,15.453,1,2016,Tipo Neptuno
Kepler-728 b,5758,11.1,15.585,1,2016,Tipo Neptuno
Kepler-729 b,6267,12.5,15.567,1,2016,Tipo Neptuno
Kepler-732 b,570,5.39,16.53,1,2016,Tipo Neptuno
Kepler-733 b,2990,8.35,15.561,1,2016,Tipo Neptuno
Kepler-734 b,3775,12.4,14.469,1,2016,Tipo Neptuno
Kepler-735 b,2267,9.01,15.492,1,2016,Tipo Neptuno
Kepler-736 b,3280,8.91,15.809,1,2016,Tipo Neptuno
Kepler-738 b,3633,6.8,15.793,1,2016,Tipo Neptuno
Kepler-739 b,4471,11,15.711,1,2016,Tipo Neptuno
Kepler-740 b,4704,18.9,16.022,1,2016,Tipo Neptuno
Kepler-741 b,5421,9.11,15.186,1,2016,Tipo Neptuno
Kepler-742 b,1596,10.6,15.357,1,2016,Tipo Neptuno
Kepler-745 b,5808,5.31,15.427,1,2016,Tipo Neptuno
Kepler-747 b,10918,24.1,15.595,1,2016,Tipo Neptuno
Kepler-748 b,5565,6.9,15.37,1,2016,Tipo Neptuno
Kepler-749 b,2352,9.8,16.153,1,2016,Tipo Neptuno
Kepler-750 b,4228,9.64,14.634,1,2016,Tipo Neptuno
Kepler-751 b,2481,6.62,15.211,1,2016,Tipo Neptuno
Kepler-752 b,4020,8.3,15.864,1,2016,Tipo Neptuno
Kepler-758 b,4901,6.71,14.379,1,2016,Tipo Neptuno
Kepler-758 d,4901,5.14,14.379,1,2016,Tipo Neptuno
Kepler-759 b,3502,5.77,14.579,1,2016,Tipo Neptuno
Kepler-760 b,2585,9.59,15.181,1,2016,Tipo Neptuno
Kepler-765 b,3511,6.48,14.709,1,2016,Tipo Neptuno
Kepler-766 b,7495,11.4,15.825,1,2016,Tipo Neptuno
Kepler-767 b,7343,35.7,15.678,1,2016,Tipo Neptuno
Kepler-769 b,3815,8.85,14.984,1,2016,Tipo Neptuno
Kepler-770 b,3035,5.9,14.852,1,2016,Tipo Neptuno
Kepler-774 b,2994,10.2,12.886,1,2016,Tipo Neptuno
Kepler-781 b,3472,8.7,16.207,1,2016,Tipo Neptuno
Kepler-782 b,1458,10.4,12.843,1,2016,Tipo Neptuno
Kepler-783 c,1683,6.04,14.153,1,2020,Tipo Neptuno
Kepler-786 b,1583,6.48,15.253,1,2016,Tipo Neptuno
Kepler-788 b,5793,7.04,15.45,1,2016,Tipo Neptuno
Kepler-789 b,4828,5.14,14.723,1,2016,Tipo Neptuno
Kepler-790 b,2294,5.39,15.534,1,2016,Tipo Neptuno
Kepler-791 b,4131,9.53,14.473,1,2016,Tipo Neptuno
Kepler-794 b,3038,5.1,13.599,1,2016,Tipo Neptuno
Kepler-797 b,4290,5.35,14.751,1,2016,Tipo Neptuno
Kepler-798 b,3172,6.3,14.221,1,2016,Tipo Neptuno
Kepler-799 b,4923,37.9,15.166,1,2016,Tipo Neptuno
Kepler-79 b,3330,10.9,14.036,1,2012,Tipo Neptuno
Kepler-79 c,3330,5.9,14.036,1,2012,Tipo Neptuno
Kepler-79 d,3330,6,14.036,1,2014,Tipo Neptuno
Kepler-79 e,3330,4.1,14.036,1,2014,Tipo Neptuno
Kepler-800 b,3325,8.5,15.92,1,2016,Tipo Neptuno
Kepler-802 b,2546,12.3,15.01,1,2016,Tipo Neptuno
Kepler-803 b,2087,13.8,13.856,1,2016,Tipo Neptuno
Kepler-805 b,2083,8.7,12.586,1,2016,Tipo Neptuno
Kepler-809 b,3136,9.32,14.875,1,2016,Tipo Neptuno
Kepler-80 b,1205,6.93,15.23,1,2012,Tipo Neptuno
Kepler-80 c,1205,6.74,15.23,1,2012,Tipo Neptuno
Kepler-811 b,3213,7.75,14.046,1,2016,Tipo Neptuno
Kepler-812 b,4837,12.3,13.815,1,2016,Tipo Neptuno
Kepler-813 b,2740,5.22,14.646,1,2016,Tipo Neptuno
Kepler-814 b,6706,5.14,14.859,1,2016,Tipo Neptuno
Kepler-815 b,4108,15.8,13.438,1,2016,Tipo Neptuno
Kepler-818 b,3017,22.9,15.368,1,2016,Tipo Neptuno
Kepler-819 b,2167,8.05,15.402,1,2016,Tipo Neptuno
Kepler-81 c,1136,4.3,15.258,1,2012,Tipo Neptuno
Kepler-820 b,4525,30.8,14.135,1,2016,Tipo Neptuno
Kepler-827 b,6676,27,15.865,1,2016,Tipo Neptuno
Kepler-829 b,3503,5.1,14.973,1,2016,Tipo Neptuno
Kepler-82 b,2950,12.15,15.131,1,2012,Tipo Neptuno
Kepler-82 c,2950,13.9,15.131,1,2012,Tipo Neptuno
Kepler-82 e,2950,6.66,15.131,1,2014,Tipo Neptuno
Kepler-82 f,2950,20.9,15.131,1,2019,Tipo Neptuno
Kepler-835 b,7849,8.2,16.062,1,2016,Tipo Neptuno
Kepler-836 b,3197,7.9,14.672,1,2016,Tipo Neptuno
Kepler-837 b,2942,7.08,15.576,1,2016,Tipo Neptuno
Kepler-838 b,3601,7.9,15.424,1,2016,Tipo Neptuno
Kepler-839 b,3081,7.13,13.693,1,2016,Tipo Neptuno
Kepler-841 b,3259,23.8,15.791,1,2016,Tipo Neptuno
Kepler-843 b,3802,7.22,15.354,1,2016,Tipo Neptuno
Kepler-846 b,3677,6.71,15.684,1,2016,Tipo Neptuno
Kepler-84 e,3340,7.27,14.92,1,2014,Tipo Neptuno
Kepler-84 f,3340,5.48,14.92,1,2014,Tipo Neptuno
Kepler-852 b,5281,6.99,14.006,1,2016,Tipo Neptuno
Kepler-857 b,3208,37.2,15.167,1,2016,Tipo Neptuno
Kepler-858 b,974,21.1,12.568,1,2016,Tipo Neptuno
Kepler-859 b,2740,9.75,15.977,1,2016,Tipo Neptuno
Kepler-860 b,3446,10.6,15.544,1,2016,Tipo Neptuno
Kepler-861 b,2774,5.82,15.993,1,2016,Tipo Neptuno
Kepler-862 b,3389,5.52,15.601,1,2016,Tipo Neptuno
Kepler-863 b,4892,8.75,15.567,1,2016,Tipo Neptuno
Kepler-864 b,6599,6.35,15.898,1,2016,Tipo Neptuno
Kepler-865 b,1912,6.76,14.635,1,2016,Tipo Neptuno
Kepler-867 b,3900,19.4,15.098,1,2016,Tipo Neptuno
Kepler-869 b,3065,12.7,15.122,1,2016,Tipo Neptuno
Kepler-870 b,4108,8.15,15.326,1,2016,Tipo Neptuno
Kepler-871 b,6446,13.5,15.882,1,2016,Tipo Neptuno
Kepler-873 b,3856,13.5,15.052,1,2016,Tipo Neptuno
Kepler-874 b,3530,14.7,14.822,1,2016,Tipo Neptuno
Kepler-875 b,4053,8.75,15.357,1,2016,Tipo Neptuno
Kepler-877 b,1964,5.14,14.74,1,2016,Tipo Neptuno
Kepler-879 b,2618,7.13,14.429,1,2016,Tipo Neptuno
Kepler-87 c,4022,6.4,14.681,1,2013,Tipo Neptuno
Kepler-880 b,1962,7.56,11.845,1,2016,Tipo Neptuno
Kepler-885 b,2125,6.8,12.948,1,2016,Tipo Neptuno
Kepler-891 b,7635,33.6,15.386,1,2016,Tipo Neptuno
Kepler-892 b,1862,8.3,15.967,1,2016,Tipo Neptuno
Kepler-893 b,4194,9.43,15.347,1,2016,Tipo Neptuno
Kepler-894 b,3793,8.15,15.686,1,2016,Tipo Neptuno
Kepler-896 b,7617,6.94,15.457,1,2016,Tipo Neptuno
Kepler-897 b,4956,6.3,15.177,1,2016,Tipo Neptuno
Kepler-899 b,4066,7.65,15.713,1,2016,Tipo Neptuno
Kepler-902 b,3801,6.99,14.992,1,2016,Tipo Neptuno
Kepler-903 c,4466,6.94,14.856,1,2016,Tipo Neptuno
Kepler-906 b,2472,5.1,14.019,1,2016,Tipo Neptuno
Kepler-90d,2767,8.6,13.883,1,2013,Tipo Neptuno
Kepler-90e,2767,7.56,13.883,1,2013,Tipo Neptuno
Kepler-90f,2767,8.65,13.883,1,2013,Tipo Neptuno
Kepler-911 b,1814,7.27,11.767,1,2016,Tipo Neptuno
Kepler-912 b,6539,8.25,15.668,1,2016,Tipo Neptuno
Kepler-919 b,3653,5.69,14.806,1,2016,Tipo Neptuno
Kepler-920 b,3267,6.44,15.492,1,2016,Tipo Neptuno
Kepler-920 c,3267,13.8,15.492,1,2016,Tipo Neptuno
Kepler-921 b,3048,8.6,14.852,1,2016,Tipo Neptuno
Kepler-924 b,3435,9.64,14.293,1,2016,Tipo Neptuno
Kepler-925 b,1993,6.08,16.025,1,2016,Tipo Neptuno
Kepler-926 b,3005,5.95,14.431,1,2016,Tipo Neptuno
Kepler-92 c,1559,6.1,11.671,1,2013,Tipo Neptuno
Kepler-930 b,2767,5.18,13.89,1,2016,Tipo Neptuno
Kepler-933 b,3317.83,6.62,15.614,1,2016,Tipo Neptuno
Kepler-937 b,5126,13.4,15.405,1,2016,Tipo Neptuno
Kepler-937 c,5126,7.61,15.405,1,2016,Tipo Neptuno
Kepler-938 b,3856,5.56,15.148,1,2016,Tipo Neptuno
Kepler-940 b,4113,11.1,15.727,1,2016,Tipo Neptuno
Kepler-941 b,3550,9.69,15.803,1,2016,Tipo Neptuno
Kepler-942 b,706,5.18,13.25,1,2016,Tipo Neptuno
Kepler-943 b,7504,29.5,15.76,1,2016,Tipo Neptuno
Kepler-944 b,4402,7.41,15.636,1,2016,Tipo Neptuno
Kepler-945 b,5386,7.41,15.599,1,2016,Tipo Neptuno
Kepler-947 b,5646,5.82,16.064,1,2016,Tipo Neptuno
Kepler-949 b,1586,8.8,14.718,1,2016,Tipo Neptuno
Kepler-94 b,626,10.84,13.071,1,2014,Tipo Neptuno
Kepler-951 b,1248,26.7,14.841,1,2016,Tipo Neptuno
Kepler-953 b,845,16.5,11.871,1,2016,Tipo Neptuno
Kepler-954 b,704,5.99,13.095,1,2016,Tipo Neptuno
Kepler-955 b,1795,9.96,14.734,1,2016,Tipo Neptuno
Kepler-956 b,1778,9.27,13.387,1,2016,Tipo Neptuno
Kepler-957 b,2690,25.9,15.833,1,2016,Tipo Neptuno
Kepler-959 b,2635,17.6,12.606,1,2016,Tipo Neptuno
Kepler-95 b,1454,13,12.382,1,2014,Tipo Neptuno
Kepler-960 b,929,5.86,14.127,1,2016,Tipo Neptuno
Kepler-961 b,1873,7.04,14.204,1,2016,Tipo Neptuno
Kepler-963 b,2517,7.56,15.091,1,2016,Tipo Neptuno
Kepler-964 b,1483,5.14,14.061,1,2016,Tipo Neptuno
Kepler-965 b,1901,11.4,13.488,1,2016,Tipo Neptuno
Kepler-966 b,3353,16,14.731,1,2016,Tipo Neptuno
Kepler-967 b,1855,6.12,14.702,1,2016,Tipo Neptuno
Kepler-967 c,1855,12.9,14.702,1,2016,Tipo Neptuno
Kepler-96 b,401,8.46,10.568,1,2014,Tipo Neptuno
Kepler-970 b,1081,8.1,15.21,1,2016,Tipo Neptuno
Kepler-971 b,1104,5.18,13.483,1,2016,Tipo Neptuno
Kepler-972 b,3908,19.5,15.084,1,2016,Tipo Neptuno
Kepler-976 b,3302,14.9,15.861,1,2016,Tipo Neptuno
Kepler-977 b,1855,7.37,14.754,1,2016,Tipo Neptuno
Kepler-978 b,2226,9.22,13.513,1,2016,Tipo Neptuno
Kepler-979 b,1881,7.85,14.882,1,2016,Tipo Neptuno
Kepler-980 b,3136,7.61,14.221,1,2016,Tipo Neptuno
Kepler-981 b,2864,5.95,14.875,1,2016,Tipo Neptuno
Kepler-982 b,2614,5.69,13.099,1,2016,Tipo Neptuno
Kepler-983 b,2330,6.17,141.125,1,2016,Tipo Neptuno
Kepler-984 b,1501,5.14,13.599,1,2016,Tipo Neptuno
Kepler-985 b,2216,9.17,14.904,1,2016,Tipo Neptuno
Kepler-986 b,1789,6.17,13.69,1,2016,Tipo Neptuno
Kepler-987 b,2982,10.7,15.171,1,2016,Tipo Neptuno
Kepler-989 b,1605,5.52,14.717,1,2016,Tipo Neptuno
Kepler-98 b,1143,3.55,12.996,1,2014,Tipo Neptuno
Kepler-990 b,2617,7.27,14.716,1,2016,Tipo Neptuno
Kepler-991 b,1271,6.99,15.626,1,2016,Tipo Neptuno
Kepler-993 b,1058,9.11,16.608,1,2016,Tipo Neptuno
Kepler-995 b,1989,7.75,15.173,1,2016,Tipo Neptuno
Kepler-998 b,3218,5.99,14.463,1,2016,Tipo Neptuno
Kepler-999 b,1778,6.08,12.364,1,2016,Tipo Neptuno
Kepler-9 c,2049,29.9,13.922,1,2010,Tipo Neptuno
